"날짜","종가","오픈","고가","저가","변동 %"
"2019년 08월 20일","1.6983","1.6994","1.7050","1.6883","0.07%"
"2019년 08월 19일","1.6971","1.7066","1.7125","1.6961","-0.42%"
"2019년 08월 16일","1.7042","1.7072","1.7098","1.6964","-0.08%"
"2019년 08월 15일","1.7055","1.7110","1.7147","1.7042","-0.11%"
"2019년 08월 14일","1.7074","1.7145","1.7277","1.7060","-0.26%"
"2019년 08월 13일","1.7118","1.7078","1.7194","1.7038","0.37%"
"2019년 08월 12일","1.7055","1.7101","1.7186","1.6918","-0.12%"
"2019년 08월 09일","1.7076","1.7017","1.7115","1.7000","0.48%"
"2019년 08월 08일","1.6994","1.6979","1.7038","1.6902","0.16%"
"2019년 08월 07일","1.6967","1.6980","1.7029","1.6896","0.06%"
"2019년 08월 06일","1.6956","1.6897","1.6994","1.6766","0.50%"
"2019년 08월 05일","1.6871","1.6894","1.7089","1.6810","-0.04%"
"2019년 08월 02일","1.6877","1.6928","1.7015","1.6855","-0.15%"
"2019년 08월 01일","1.6903","1.6889","1.6953","1.6805","0.19%"
"2019년 07월 31일","1.6871","1.6894","1.6966","1.6835","-0.05%"
"2019년 07월 30일","1.6879","1.7005","1.7013","1.6837","-0.56%"
"2019년 07월 29일","1.6974","1.7033","1.7057","1.6946","-0.22%"
"2019년 07월 26일","1.7011","1.7002","1.7048","1.6909","0.22%"
"2019년 07월 25일","1.6974","1.7059","1.7146","1.6950","-0.36%"
"2019년 07월 24일","1.7035","1.7063","1.7085","1.6979","-0.02%"
"2019년 07월 23일","1.7038","1.7077","1.7123","1.7005","-0.09%"
"2019년 07월 22일","1.7053","1.7086","1.7135","1.7048","-0.06%"
"2019년 07월 19일","1.7063","1.7184","1.7257","1.7052","-0.57%"
"2019년 07월 18일","1.7160","1.7301","1.7360","1.7177","-0.68%"
"2019년 07월 17일","1.7277","1.7299","1.7371","1.7268","0.00%"
"2019년 07월 16일","1.7277","1.7376","1.7407","1.7282","-0.40%"
"2019년 07월 15일","1.7346","1.7320","1.7423","1.7313","0.29%"
"2019년 07월 12일","1.7295","1.7264","1.7369","1.7243","0.37%"
"2019년 07월 11일","1.7232","1.7150","1.7279","1.7054","0.65%"
"2019년 07월 10일","1.7120","1.7190","1.7228","1.7119","-0.26%"
"2019년 07월 09일","1.7165","1.7170","1.7226","1.7089","0.10%"
"2019년 07월 08일","1.7148","1.7178","1.7318","1.7148","-0.08%"
"2019년 07월 05일","1.7161","1.7207","1.7273","1.7150","-0.16%"
"2019년 07월 04일","1.7189","1.7263","1.7294","1.7186","-0.30%"
"2019년 07월 03일","1.7240","1.7160","1.7288","1.7134","0.64%"
"2019년 07월 02일","1.7131","1.7075","1.7186","1.7053","0.48%"
"2019년 07월 01일","1.7049","1.7069","1.7255","1.6955","0.02%"
"2019년 06월 28일","1.7045","1.7020","1.7097","1.6972","0.24%"
"2019년 06월 27일","1.7005","1.6997","1.7062","1.6959","0.20%"
"2019년 06월 26일","1.6971","1.6957","1.7035","1.6895","0.23%"
"2019년 06월 25일","1.6932","1.6967","1.7072","1.6939","-0.05%"
"2019년 06월 24일","1.6941","1.6957","1.7016","1.6890","0.05%"
"2019년 06월 21일","1.6933","1.6954","1.7055","1.6899","0.01%"
"2019년 06월 20일","1.6931","1.6971","1.7012","1.6759","-0.09%"
"2019년 06월 19일","1.6947","1.6882","1.7024","1.6863","0.53%"
"2019년 06월 18일","1.6858","1.6952","1.6992","1.6833","-0.41%"
"2019년 06월 17일","1.6928","1.6969","1.6999","1.6911","-0.17%"
"2019년 06월 14일","1.6956","1.6999","1.7040","1.6925","-0.15%"
"2019년 06월 13일","1.6981","1.7018","1.7076","1.6959","-0.15%"
"2019년 06월 12일","1.7007","1.7020","1.7084","1.6989","0.12%"
"2019년 06월 11일","1.6987","1.6921","1.7049","1.6839","0.54%"
"2019년 06월 10일","1.6895","1.7059","1.7149","1.6906","-0.83%"
"2019년 06월 07일","1.7036","1.7018","1.7139","1.6997","0.23%"
"2019년 06월 06일","1.6997","1.7038","1.7124","1.6954","-0.11%"
"2019년 06월 05일","1.7016","1.6997","1.7081","1.6933","0.21%"
"2019년 06월 04일","1.6980","1.6768","1.7030","1.6745","1.37%"
"2019년 06월 03일","1.6750","1.6750","1.6849","1.6606","0.14%"
"2019년 05월 31일","1.6727","1.6759","1.6866","1.6643","-0.06%"
"2019년 05월 30일","1.6737","1.6944","1.6955","1.6739","-1.09%"
"2019년 05월 29일","1.6922","1.6805","1.6954","1.6781","0.83%"
"2019년 05월 28일","1.6783","1.6955","1.7047","1.6763","-0.91%"
"2019년 05월 27일","1.6937","1.7092","1.7114","1.6945","-0.75%"
"2019년 05월 24일","1.7065","1.7083","1.7121","1.7021","0.02%"
"2019년 05월 23일","1.7061","1.7071","1.7127","1.7012","0.01%"
"2019년 05월 22일","1.7059","1.7168","1.7230","1.7035","-0.53%"
"2019년 05월 21일","1.7150","1.7162","1.7194","1.7109","0.01%"
"2019년 05월 20일","1.7148","1.7137","1.7183","1.7048","0.20%"
"2019년 05월 17일","1.7114","1.7170","1.7229","1.7083","-0.14%"
"2019년 05월 16일","1.7138","1.7155","1.7262","1.7143","0.03%"
"2019년 05월 15일","1.7133","1.7163","1.7230","1.7119","-0.05%"
"2019년 05월 14일","1.7141","1.7146","1.7187","1.7083","0.11%"
"2019년 05월 13일","1.7123","1.7131","1.7329","1.7105","0.07%"
"2019년 05월 10일","1.7111","1.7234","1.7283","1.7105","-0.58%"
"2019년 05월 09일","1.7211","1.7141","1.7308","1.7108","0.50%"
"2019년 05월 08일","1.7126","1.7124","1.7162","1.7054","0.07%"
"2019년 05월 07일","1.7114","1.7225","1.7302","1.7114","-0.51%"
"2019년 05월 06일","1.7202","1.7198","1.7346","1.7140","0.13%"
"2019년 05월 03일","1.7180","1.7118","1.7234","1.7115","0.49%"
"2019년 05월 02일","1.7097","1.7184","1.7200","1.7004","-0.32%"
"2019년 05월 01일","1.7152","1.7178","1.7197","1.7099","-0.01%"
"2019년 04월 30일","1.7154","1.7102","1.7249","1.7070","0.44%"
"2019년 04월 29일","1.7079","1.7164","1.7228","1.7051","-0.36%"
"2019년 04월 26일","1.7141","1.7191","1.7244","1.7136","-0.15%"
"2019년 04월 25일","1.7167","1.7180","1.7329","1.7107","0.06%"
"2019년 04월 24일","1.7157","1.7115","1.7270","1.7104","0.40%"
"2019년 04월 23일","1.7089","1.7173","1.7212","1.7075","-0.34%"
"2019년 04월 22일","1.7148","1.7164","1.7263","1.7147","0.05%"
"2019년 04월 19일","1.7139","1.7171","1.7201","1.7145","-0.09%"
"2019년 04월 18일","1.7154","1.7103","1.7214","1.7093","0.45%"
"2019년 04월 17일","1.7077","1.7190","1.7201","1.7093","-0.52%"
"2019년 04월 16일","1.7166","1.7174","1.7210","1.7078","0.08%"
"2019년 04월 15일","1.7152","1.7164","1.7189","1.7076","0.08%"
"2019년 04월 12일","1.7139","1.7201","1.7221","1.7062","-0.22%"
"2019년 04월 11일","1.7176","1.7181","1.7241","1.7145","0.12%"
"2019년 04월 10일","1.7156","1.7166","1.7217","1.7114","0.09%"
"2019년 04월 09일","1.7141","1.7201","1.7247","1.7148","-0.28%"
"2019년 04월 08일","1.7189","1.7100","1.7300","1.7076","0.67%"
"2019년 04월 05일","1.7075","1.7086","1.7164","1.7064","0.05%"
"2019년 04월 04일","1.7067","1.6997","1.7119","1.6974","0.41%"
"2019년 04월 03일","1.6998","1.6899","1.7075","1.6831","0.64%"
"2019년 04월 02일","1.6890","1.6944","1.7049","1.6870","-0.36%"
"2019년 04월 01일","1.6951","1.6709","1.6967","1.6626","1.42%"
"2019년 03월 29일","1.6714","1.6666","1.6808","1.6654","0.31%"
"2019년 03월 28일","1.6663","1.6716","1.6781","1.6631","-0.32%"
"2019년 03월 27일","1.6717","1.6687","1.6724","1.6566","0.17%"
"2019년 03월 26일","1.6688","1.6670","1.6760","1.6641","0.13%"
"2019년 03월 25일","1.6667","1.6727","1.6745","1.6637","-0.41%"
"2019년 03월 22일","1.6735","1.6916","1.7019","1.6707","-1.02%"
"2019년 03월 21일","1.6908","1.6997","1.7102","1.6863","-0.53%"
"2019년 03월 20일","1.6998","1.6945","1.7024","1.6909","0.31%"
"2019년 03월 19일","1.6946","1.7006","1.7051","1.6927","-0.35%"
"2019년 03월 18일","1.7006","1.6943","1.7027","1.6891","0.32%"
"2019년 03월 15일","1.6951","1.6918","1.7010","1.6859","0.20%"
"2019년 03월 14일","1.6918","1.6900","1.6992","1.6870","0.08%"
"2019년 03월 13일","1.6905","1.6963","1.7067","1.6868","-0.31%"
"2019년 03월 12일","1.6957","1.6871","1.6977","1.6806","0.49%"
"2019년 03월 11일","1.6874","1.6890","1.7005","1.6864","-0.09%"
"2019년 03월 08일","1.6890","1.6994","1.7042","1.6845","-0.64%"
"2019년 03월 07일","1.6999","1.7101","1.7154","1.6964","-0.53%"
"2019년 03월 06일","1.7089","1.7115","1.7226","1.7060","-0.15%"
"2019년 03월 05일","1.7115","1.7062","1.7185","1.7037","0.30%"
"2019년 03월 04일","1.7063","1.7091","1.7145","1.7001","-0.17%"
"2019년 03월 01일","1.7092","1.7164","1.7224","1.7067","-0.44%"
"2019년 02월 28일","1.7167","1.7228","1.7345","1.7106","-0.33%"
"2019년 02월 27일","1.7223","1.7208","1.7287","1.7168","0.07%"
"2019년 02월 26일","1.7211","1.7159","1.7250","1.7148","0.33%"
"2019년 02월 25일","1.7155","1.7248","1.7271","1.7147","-0.52%"
"2019년 02월 22일","1.7244","1.7196","1.7318","1.7173","0.29%"
"2019년 02월 21일","1.7194","1.7195","1.7269","1.7174","-0.01%"
"2019년 02월 20일","1.7195","1.7126","1.7209","1.7057","0.40%"
"2019년 02월 19일","1.7127","1.7044","1.7192","1.7019","0.49%"
"2019년 02월 18일","1.7044","1.7026","1.7085","1.6966","0.16%"
"2019년 02월 15일","1.7017","1.6952","1.7040","1.6926","0.38%"
"2019년 02월 14일","1.6952","1.6963","1.7003","1.6894","-0.06%"
"2019년 02월 13일","1.6962","1.6980","1.7034","1.6913","-0.11%"
"2019년 02월 12일","1.6981","1.7011","1.7062","1.6949","-0.18%"
"2019년 02월 11일","1.7011","1.7081","1.7119","1.6975","-0.45%"
"2019년 02월 08일","1.7088","1.7082","1.7165","1.7037","0.05%"
"2019년 02월 07일","1.7080","1.7126","1.7240","1.7069","-0.30%"
"2019년 02월 06일","1.7131","1.7156","1.7218","1.7084","-0.11%"
"2019년 02월 05일","1.7150","1.7159","1.7223","1.7083","-0.06%"
"2019년 02월 04일","1.7161","1.7107","1.7228","1.7072","0.26%"
"2019년 02월 01일","1.7116","1.6966","1.7193","1.6954","0.90%"
"2019년 01월 31일","1.6963","1.6739","1.7052","1.6716","1.36%"
"2019년 01월 30일","1.6736","1.6750","1.6826","1.6691","-0.08%"
"2019년 01월 29일","1.6750","1.6680","1.6776","1.6641","0.43%"
"2019년 01월 28일","1.6679","1.6710","1.6767","1.6617","-0.19%"
"2019년 01월 25일","1.6710","1.6793","1.6838","1.6648","-0.49%"
"2019년 01월 24일","1.6793","1.6757","1.6873","1.6747","0.21%"
"2019년 01월 23일","1.6757","1.6798","1.6827","1.6722","-0.24%"
"2019년 01월 22일","1.6798","1.6870","1.6876","1.6760","-0.46%"
"2019년 01월 21일","1.6876","1.6783","1.6882","1.6750","0.58%"
"2019년 01월 18일","1.6778","1.6743","1.6824","1.6698","0.21%"
"2019년 01월 17일","1.6743","1.6754","1.6829","1.6686","-0.07%"
"2019년 01월 16일","1.6754","1.6616","1.6767","1.6561","0.79%"
"2019년 01월 15일","1.6623","1.6650","1.6717","1.6602","-0.17%"
"2019년 01월 14일","1.6651","1.6575","1.6704","1.6543","0.49%"
"2019년 01월 11일","1.6570","1.6539","1.6616","1.6473","0.19%"
"2019년 01월 10일","1.6539","1.6541","1.6614","1.6447","-0.01%"
"2019년 01월 09일","1.6541","1.6505","1.6560","1.6428","0.24%"
"2019년 01월 08일","1.6502","1.6404","1.6609","1.6389","0.59%"
"2019년 01월 07일","1.6405","1.6393","1.6546","1.6365","0.06%"
"2019년 01월 04일","1.6395","1.6229","1.6413","1.6174","1.03%"
"2019년 01월 03일","1.6228","1.6077","1.6244","1.6063","0.94%"
"2019년 01월 02일","1.6077","1.6017","1.6152","1.6014","0.26%"
"2019년 01월 01일","1.6035","1.6056","1.6066","1.6033","-0.13%"
"2018년 12월 31일","1.6056","1.6106","1.6110","1.6011","-0.25%"
"2018년 12월 28일","1.6096","1.6073","1.6145","1.5993","0.20%"
"2018년 12월 27일","1.6064","1.6214","1.6214","1.6055","-0.84%"
"2018년 12월 26일","1.6200","1.6279","1.6336","1.6136","-0.66%"
"2018년 12월 25일","1.6308","1.6304","1.6328","1.6276","0.05%"
"2018년 12월 24일","1.6300","1.6287","1.6325","1.6189","0.12%"
"2018년 12월 21일","1.6280","1.6242","1.6308","1.6179","0.23%"
"2018년 12월 20일","1.6242","1.6355","1.6393","1.6218","-0.69%"
"2018년 12월 19일","1.6355","1.6343","1.6394","1.6265","0.09%"
"2018년 12월 18일","1.6341","1.6412","1.6461","1.6314","-0.43%"
"2018년 12월 17일","1.6412","1.6558","1.6590","1.6396","-0.93%"
"2018년 12월 14일","1.6566","1.6498","1.6632","1.6473","0.41%"
"2018년 12월 13일","1.6498","1.6585","1.6639","1.6445","-0.53%"
"2018년 12월 12일","1.6586","1.6522","1.6669","1.6483","0.39%"
"2018년 12월 11일","1.6522","1.6636","1.6717","1.6491","-0.67%"
"2018년 12월 10일","1.6634","1.6671","1.6747","1.6592","-0.22%"
"2018년 12월 07일","1.6671","1.6560","1.6725","1.6528","0.67%"
"2018년 12월 06일","1.6560","1.6563","1.6701","1.6500","-0.02%"
"2018년 12월 05일","1.6563","1.6574","1.6656","1.6514","-0.07%"
"2018년 12월 04일","1.6574","1.6581","1.6652","1.6497","-0.04%"
"2018년 12월 03일","1.6580","1.6682","1.6771","1.6507","-0.62%"
"2018년 11월 30일","1.6683","1.6667","1.6764","1.6614","0.10%"
"2018년 11월 29일","1.6667","1.6644","1.6792","1.6583","0.12%"
"2018년 11월 28일","1.6647","1.6741","1.6844","1.6618","-0.54%"
"2018년 11월 27일","1.6738","1.6693","1.6763","1.6650","0.27%"
"2018년 11월 26일","1.6693","1.6791","1.6806","1.6627","-0.64%"
"2018년 11월 23일","1.6801","1.6995","1.7015","1.6747","-1.09%"
"2018년 11월 22일","1.6987","1.6926","1.7005","1.6876","0.36%"
"2018년 11월 21일","1.6926","1.6829","1.6951","1.6795","0.59%"
"2018년 11월 20일","1.6826","1.6816","1.6880","1.6773","0.09%"
"2018년 11월 19일","1.6811","1.6739","1.6913","1.6737","0.42%"
"2018년 11월 16일","1.6741","1.6744","1.6831","1.6711","-0.02%"
"2018년 11월 15일","1.6744","1.6599","1.6751","1.6517","0.89%"
"2018년 11월 14일","1.6597","1.6371","1.6618","1.6328","1.43%"
"2018년 11월 13일","1.6363","1.6560","1.6593","1.6315","-1.25%"
"2018년 11월 12일","1.6570","1.6521","1.6663","1.6506","0.30%"
"2018년 11월 09일","1.6520","1.6550","1.6682","1.6491","-0.18%"
"2018년 11월 08일","1.6550","1.6529","1.6610","1.6438","0.13%"
"2018년 11월 07일","1.6528","1.6485","1.6636","1.6433","0.25%"
"2018년 11월 06일","1.6487","1.6494","1.6582","1.6437","-0.06%"
"2018년 11월 05일","1.6497","1.6284","1.6539","1.6260","1.19%"
"2018년 11월 02일","1.6303","1.6358","1.6429","1.6154","-0.17%"
"2018년 11월 01일","1.6331","1.6392","1.6426","1.6195","-0.47%"
"2018년 10월 31일","1.6408","1.6434","1.6485","1.6280","-0.16%"
"2018년 10월 30일","1.6434","1.6493","1.6513","1.6367","-0.36%"
"2018년 10월 29일","1.6493","1.6588","1.6653","1.6480","-0.54%"
"2018년 10월 26일","1.6583","1.6555","1.6666","1.6497","0.21%"
"2018년 10월 25일","1.6548","1.6508","1.6586","1.6450","0.26%"
"2018년 10월 24일","1.6505","1.6650","1.6680","1.6493","-0.87%"
"2018년 10월 23일","1.6650","1.6608","1.6690","1.6564","0.25%"
"2018년 10월 22일","1.6608","1.6650","1.6744","1.6583","-0.27%"
"2018년 10월 19일","1.6653","1.6837","1.6871","1.6613","-1.10%"
"2018년 10월 18일","1.6838","1.6755","1.6937","1.6743","0.52%"
"2018년 10월 17일","1.6751","1.6790","1.6872","1.6740","-0.18%"
"2018년 10월 16일","1.6782","1.6719","1.6854","1.6572","0.27%"
"2018년 10월 15일","1.6736","1.6659","1.6766","1.6591","0.55%"
"2018년 10월 12일","1.6645","1.6612","1.6763","1.6529","0.17%"
"2018년 10월 11일","1.6616","1.6614","1.6705","1.6562","0.02%"
"2018년 10월 10일","1.6612","1.6630","1.6734","1.6572","-0.11%"
"2018년 10월 09일","1.6630","1.6706","1.6762","1.6555","-0.47%"
"2018년 10월 08일","1.6708","1.6743","1.6853","1.6652","-0.23%"
"2018년 10월 05일","1.6747","1.6786","1.6922","1.6683","-0.24%"
"2018년 10월 04일","1.6787","1.6955","1.7049","1.6724","-0.99%"
"2018년 10월 03일","1.6954","1.6921","1.7065","1.6892","0.27%"
"2018년 10월 02일","1.6909","1.6894","1.7061","1.6874","0.02%"
"2018년 10월 01일","1.6906","1.6886","1.7035","1.6859","0.18%"
"2018년 09월 28일","1.6876","1.6883","1.6917","1.6725","-0.06%"
"2018년 09월 27일","1.6886","1.6844","1.6933","1.6711","0.36%"
"2018년 09월 26일","1.6825","1.6751","1.6857","1.6648","0.35%"
"2018년 09월 25일","1.6766","1.6638","1.6780","1.6554","0.77%"
"2018년 09월 24일","1.6638","1.6720","1.6843","1.6630","-0.51%"
"2018년 09월 21일","1.6723","1.6760","1.6842","1.6656","-0.16%"
"2018년 09월 20일","1.6749","1.6454","1.6786","1.6438","1.75%"
"2018년 09월 19일","1.6461","1.6420","1.6512","1.6387","0.26%"
"2018년 09월 18일","1.6419","1.6415","1.6501","1.6352","0.04%"
"2018년 09월 17일","1.6413","1.6327","1.6458","1.6323","0.53%"
"2018년 09월 14일","1.6327","1.6434","1.6490","1.6261","-0.57%"
"2018년 09월 13일","1.6421","1.6242","1.6504","1.6223","1.03%"
"2018년 09월 12일","1.6254","1.6127","1.6364","1.6123","0.78%"
"2018년 09월 11일","1.6128","1.6224","1.6344","1.6087","-0.60%"
"2018년 09월 10일","1.6226","1.6323","1.6366","1.6210","-0.66%"
"2018년 09월 07일","1.6334","1.6355","1.6435","1.6262","-0.01%"
"2018년 09월 06일","1.6335","1.6307","1.6447","1.6249","0.07%"
"2018년 09월 05일","1.6324","1.6168","1.6365","1.6109","1.02%"
"2018년 09월 04일","1.6159","1.6272","1.6375","1.6080","-0.72%"
"2018년 09월 03일","1.6277","1.6377","1.6409","1.6213","-0.56%"
"2018년 08월 31일","1.6369","1.6408","1.6487","1.6344","-0.23%"
"2018년 08월 30일","1.6406","1.6636","1.6663","1.6365","-1.35%"
"2018년 08월 29일","1.6631","1.6723","1.6809","1.6623","-0.52%"
"2018년 08월 28일","1.6718","1.6817","1.6891","1.6677","-0.64%"
"2018년 08월 27일","1.6825","1.6883","1.7007","1.6789","-0.24%"
"2018년 08월 24일","1.6866","1.6781","1.6891","1.6645","0.45%"
"2018년 08월 23일","1.6791","1.6880","1.6966","1.6781","-0.54%"
"2018년 08월 22일","1.6883","1.6828","1.7011","1.6811","0.39%"
"2018년 08월 21일","1.6817","1.6716","1.6879","1.6695","0.54%"
"2018년 08월 20일","1.6726","1.6764","1.6910","1.6680","-0.26%"
"2018년 08월 17일","1.6769","1.6836","1.6870","1.6690","-0.40%"
"2018년 08월 16일","1.6837","1.6987","1.7041","1.6806","-0.86%"
"2018년 08월 15일","1.6983","1.6978","1.7117","1.6961","0.01%"
"2018년 08월 14일","1.6981","1.7220","1.7228","1.6963","-1.38%"
"2018년 08월 13일","1.7218","1.7286","1.7389","1.7163","-0.34%"
"2018년 08월 10일","1.7276","1.7353","1.7484","1.7219","-0.52%"
"2018년 08월 09일","1.7367","1.7337","1.7427","1.7288","0.29%"
"2018년 08월 08일","1.7316","1.7370","1.7430","1.7285","-0.39%"
"2018년 08월 07일","1.7383","1.7418","1.7498","1.7311","-0.20%"
"2018년 08월 06일","1.7417","1.7444","1.7499","1.7355","-0.15%"
"2018년 08월 03일","1.7444","1.7481","1.7531","1.7375","-0.23%"
"2018년 08월 02일","1.7484","1.7408","1.7612","1.7407","0.41%"
"2018년 08월 01일","1.7412","1.7477","1.7634","1.7386","-0.33%"
"2018년 07월 31일","1.7470","1.7516","1.7573","1.7385","-0.19%"
"2018년 07월 30일","1.7504","1.7328","1.7548","1.7301","0.92%"
